domain	crop	chosen_width	score_8192	score_10240	score_12288	score_14336	score_16384
prose	52	8192	1.081822	1.278051	1.962885	1.385584	3.393648
prose	53	8192	0.981126	1.465304	2.740505	1.578289	3.363409
prose	54	8192	1.36755	1.743773	2.624511	2.051004	3.804715
prose	55	8192	0.842016	1.527656	2.658022	1.741542	3.380649
prose	56	8192	1.125585	1.514694	2.332917	1.712205	3.381381
prose	57	8192	0.986187	1.221801	2.260108	1.357643	3.240133
prose	58	8192	0.936416	1.673297	2.308588	1.773253	3.447665
prose	59	8192	0.975503	1.192623	1.925779	1.208945	2.969899
prose	60	8192	1.076947	1.406456	2.282359	1.447995	3.161967
prose	61	8192	0.811155	1.218644	1.862278	1.316959	3.028566
prose	62	8192	1.479315	1.539248	2.472986	1.850265	3.284636
prose	63	8192	1.019675	1.473771	2.494306	1.734532	3.494794
prose	64	8192	1.055152	1.484182	2.364895	1.635571	3.397014
prose	65	8192	0.715511	1.108384	2.359697	1.415082	3.10091
prose	66	8192	1.091236	1.519602	2.613088	1.587236	3.327226
prose	67	8192	1.26094	1.875084	2.729816	2.069225	3.823864
prose	68	8192	1.206544	1.864962	2.801756	2.018783	3.171305
prose	69	8192	0.845447	1.21365	1.924794	1.424556	3.367703
prose	70	8192	0.915913	1.497516	2.231276	1.712474	3.518869
prose	71	8192	0.832717	1.662255	2.803816	1.946859	3.643866
prose	72	8192	1.033068	1.409336	2.54135	1.620375	3.075871
prose	73	8192	1.02297	1.522661	2.504927	1.739725	3.43054
prose	74	8192	0.772696	1.088642	1.97266	1.241468	2.93608
prose	75	8192	0.94023	1.351326	2.044703	1.51025	3.199542
prose	76	8192	1.018852	1.502676	2.475252	1.859939	3.491192
prose	77	8192	1.267339	1.851959	2.669979	1.966319	3.279608
prose	78	8192	1.199356	1.825218	2.696873	2.005352	3.536253
prose	79	8192	0.957007	1.488417	2.690019	1.94963	3.137875
prose	80	8192	1.328461	1.665817	2.635907	2.011003	3.335803
prose	81	8192	0.918996	2.34829	3.359466	2.633574	3.936414
prose	82	8192	0.974189	1.366564	2.346847	1.57936	3.113497
prose	83	8192	1.238463	1.642186	2.721006	1.756272	3.602006
prose	84	8192	0.962661	1.68969	2.80592	1.903376	3.341345
prose	85	8192	0.877821	1.514172	2.47821	1.772885	3.140081
prose	86	8192	0.828326	1.209763	2.161856	1.359578	3.13118
prose	87	8192	0.975611	1.711189	2.949759	1.638851	3.281957
prose	88	8192	0.823478	1.183008	2.028174	1.299636	2.848089
prose	89	8192	1.097739	1.62677	2.787122	1.836954	3.537973
prose	90	8192	0.955551	1.336572	2.201346	1.585353	3.239741
prose	91	8192	0.715111	2.536405	4.052285	3.431834	4.403597
prose	92	8192	1.115938	1.333788	2.037626	1.66985	3.253409
prose	93	8192	1.062107	1.339462	2.14688	1.517945	3.31391
prose	94	8192	0.945187	1.333157	2.028736	1.420118	3.056012
prose	95	8192	1.032336	1.732269	2.770905	1.9438	3.479769
prose	96	8192	1.139645	1.626303	2.66534	1.963119	3.414932
prose	97	8192	0.875318	1.135101	1.862606	1.280067	3.133508
prose	98	8192	0.989035	1.349898	2.171183	1.496579	3.165285
prose	99	8192	0.922317	1.543652	2.453185	1.956617	3.575187
prose	100	8192	1.192263	1.610709	2.337851	1.860705	3.40851
prose	101	8192	0.907812	1.329725	2.300545	1.404504	3.307481
prose	102	8192	0.949012	1.28603	2.253244	1.454067	3.256759
prose	103	8192	0.92666	1.657367	2.413436	1.712405	3.388682
prose	104	8192	1.074628	1.318424	2.072167	1.431267	3.497375
prose	105	8192	0.881642	1.529836	2.441592	1.696055	3.398866
prose	106	8192	1.068116	1.305039	2.08467	1.430264	3.206084
prose	107	8192	1.042468	1.4019	2.293976	1.559987	3.510415
prose	108	8192	0.869964	1.264191	2.180912	1.462427	3.290983
prose	109	8192	1.077268	1.952761	3.00875	2.304601	3.798286
prose	110	8192	0.962139	1.505255	2.525522	1.58739	3.155384
prose	111	8192	0.805581	1.167645	1.933856	1.479275	3.310785
prose	112	8192	1.039162	1.231737	1.995743	1.313754	3.058911
prose	113	8192	0.952276	1.532998	2.564333	1.84095	3.343651
prose	114	8192	0.824379	1.031475	1.868792	1.334339	2.915309
prose	115	8192	0.963037	1.321254	1.977794	1.412354	3.294903
prose	116	8192	0.925548	1.478571	2.434412	1.766292	3.676623
prose	117	8192	1.230367	1.999784	3.163829	2.229534	3.603189
prose	118	8192	1.061568	1.406551	2.289883	1.726175	3.25447
prose	119	8192	0.619187	1.249527	2.503361	1.503208	3.085255
prose	120	8192	1.070716	1.384174	2.143021	1.716957	3.364796
prose	121	8192	0.854994	1.277663	2.202961	1.453161	3.16606
prose	122	8192	1.127096	1.466471	2.282203	1.858177	3.276278
prose	123	8192	1.167628	1.709613	3.0002	2.134627	3.563586
prose	124	8192	1.054193	1.418979	2.181736	1.607055	3.439727
prose	125	8192	1.044399	1.482448	2.206651	1.607462	3.226706
prose	126	8192	0.645081	0.954191	1.715317	1.144306	3.221074
prose	127	8192	1.035519	1.542433	2.419424	1.709874	3.4656
prose	128	8192	0.865917	1.378696	2.32752	1.632833	3.401451
prose	129	8192	0.997563	1.230483	1.827514	1.441932	2.900143
prose	130	8192	1.20289	1.706786	2.551589	1.940984	3.770863
prose	131	8192	1.138543	1.32519	2.441	1.572072	3.132033
prose	132	8192	0.85126	1.172044	2.326816	1.521397	3.398981
prose	133	8192	0.840834	1.474962	2.410197	1.757862	3.564671
prose	134	8192	0.965517	1.534173	2.210711	1.771401	3.480228
prose	135	8192	0.962946	1.301902	1.969314	1.522151	3.046098
prose	136	8192	0.978502	1.330053	1.956187	1.460962	3.251376
prose	137	8192	0.827235	1.264755	2.26296	1.628568	3.181224
prose	138	8192	0.859005	1.413043	2.736844	1.900983	3.63077
prose	139	8192	1.112444	1.640125	2.491833	1.855951	3.470554
prose	140	8192	1.063402	1.251866	2.023237	1.396397	3.049089
prose	141	8192	0.703624	1.558268	2.31113	1.644558	3.520576
prose	142	8192	0.613195	1.154913	2.226229	1.452022	3.587075
prose	143	8192	1.028191	1.490927	2.406504	1.736284	3.549046
prose	144	8192	1.050203	1.300645	2.280017	1.472668	3.089647
prose	145	8192	0.790968	0.95126	1.581831	1.163258	3.002302
prose	146	8192	0.940124	1.564211	2.577628	1.570606	3.486876
prose	147	8192	0.701372	1.952547	2.980189	2.373448	3.829576
prose	148	8192	0.957413	1.278776	2.086159	1.41117	3.166071
prose	149	8192	0.985072	1.617917	2.351756	1.94037	3.732098
prose	150	8192	0.89013	1.471691	2.422762	1.595225	3.289493
prose	151	8192	0.996988	1.392428	2.51088	1.784591	3.274678
prose	152	8192	0.999289	1.379521	2.514784	1.728234	3.450392
prose	153	8192	1.372545	1.980233	3.080018	2.335857	3.943606
prose	154	8192	0.819149	1.032237	1.822582	1.149074	3.280523
prose	155	8192	1.164497	1.573698	2.267218	1.923537	3.532621
prose	156	8192	0.955002	1.611402	2.730125	1.900096	3.589604
prose	157	8192	0.95447	1.340376	2.385168	1.402704	3.104102
prose	158	8192	0.844729	2.085114	2.621284	2.163198	3.48276
prose	159	8192	0.965019	1.713174	2.546632	1.99846	3.374939
prose	160	8192	0.99634	1.945025	2.740313	2.372046	3.826689
prose	161	8192	1.020204	1.423147	2.305007	1.673118	3.443693
prose	162	8192	1.280789	1.469323	2.048496	1.580391	3.22348
prose	163	8192	1.264525	1.387119	2.34645	1.522434	3.013169
prose	164	8192	0.956399	1.484568	2.54166	1.513368	3.416265
prose	165	8192	1.004658	1.347419	2.557507	1.413867	3.045357
prose	166	8192	1.037314	2.160999	2.955098	2.497591	3.949769
prose	167	8192	1.122974	1.581676	2.373802	1.575258	3.489204
prose	168	8192	1.180721	1.59103	2.200987	1.585891	3.235181
prose	169	8192	1.112956	1.382456	2.295681	1.539451	3.529317
prose	170	8192	1.10217	1.652977	2.634841	2.049865	3.504922
prose	171	8192	0.881469	1.42393	2.484524	1.689948	3.169815
prose	172	8192	0.9645	1.411635	2.202038	1.569947	3.110273
prose	173	8192	1.05552	1.445877	2.447625	1.709833	3.398188
prose	174	8192	0.783762	1.309193	2.086193	1.607792	3.157599
prose	175	8192	0.843486	1.271544	1.982376	1.493034	3.364288
prose	176	8192	0.943702	1.415774	1.928375	1.415002	3.232054
prose	177	8192	1.312225	1.689794	3.104277	2.113053	3.821719
prose	178	8192	1.238171	1.714464	2.552824	1.875526	3.411862
prose	179	8192	0.78298	1.16277	1.991913	1.394684	2.983708
prose	180	8192	1.145995	1.562384	2.348363	1.847859	3.331154
prose	181	8192	0.959495	1.490366	2.163573	1.644835	3.420949
prose	182	8192	0.850401	1.304273	2.237773	1.523079	3.138927
prose	183	8192	1.112804	1.375278	2.390414	1.551875	3.108049
prose	184	8192	0.955257	1.41615	2.336129	1.634403	3.312997
prose	185	8192	1.065279	1.405689	2.361228	1.757873	3.253281
prose	186	8192	0.806893	1.156749	1.661781	1.428618	3.236876
prose	187	8192	0.919285	1.26457	1.908566	1.497588	3.219477
prose	188	8192	1.23853	1.652298	2.655421	1.847807	3.615103
prose	189	8192	1.13377	1.712822	3.083792	2.124777	3.387778
prose	190	8192	1.078986	1.57566	2.630785	2.036824	3.651184
prose	191	8192	1.001579	2.164359	3.635157	2.871546	4.525835
prose	192	8192	1.415569	1.809892	2.900679	2.115439	3.695923
prose	193	8192	1.070639	1.389312	2.292558	1.656829	3.278001
prose	194	8192	0.68692	1.116489	1.901296	1.31795	3.136139
prose	195	8192	0.878728	1.380461	2.158072	1.458467	3.094718
prose	196	8192	0.734901	2.165632	3.040854	2.360232	4.07371
prose	197	8192	1.060195	1.813766	2.809528	2.205714	3.817556
prose	198	8192	0.943868	1.533222	2.423032	1.572836	3.3255
prose	199	8192	0.96825	1.572747	2.483527	1.887411	3.459825
